pl_name,hostname,ra,dec,sy_vmag,sy_jmag,sy_kmag,st_teff,st_logg,st_met,st_age,st_ageerr1,st_ageerr2,pl_orbper,pl_rade,pl_trandur,disc_facility,disc_year,mission_source
WASP-156 b,WASP-156,32.782085,2.4181937,11.559,9.906,9.339,4987.0,4.541,0.305,5.6,3.9,-3.2,3.8361623,6.02802815,2.4044766,SuperWASP,2017,WASP
HAT-P-29 b,HAT-P-29,33.1310921,51.7787754,11.825,10.648,10.297,6087.0,4.34,0.21,2.2,1.0,-1.0,5.72319,13.11453,3.8928,HATNet,2011,HAT
TOI-2421 b,TOI-2421,33.1540208,-35.3909182,11.419,10.09,9.667,5607.0,4.005,0.19,7.5,1.7,-2.8,4.3474032,10.36830715,4.8624,Transiting Exoplanet Survey Satellite (TESS),2022,TESS
TOI-5319 b,TOI-5319,35.2135563,23.5204408,13.947,10.35,9.553001,3580.0,4.5,,,,,4.07853,2.83,1.561,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
WASP-116 b,WASP-116,35.2157609,-1.8260419,12.517,11.348,11.021,6250.0,4.25,0.0,1.7,0.8,-0.8,6.6132,13.67495645,5.646,SuperWASP,2025,WASP
HAT-P-38 b,HAT-P-38,35.3834942,32.2460441,12.525,10.989,10.501,5330.0,4.45,0.06,10.1,3.9,-4.8,4.640382,9.247,3.0408,HATNet,2012,HAT
TOI-2384 b,TOI-2384,36.1561463,-65.0001957,15.103,11.997,11.119,3943.0,4.66,0.332,9.4,5.8,-5.8,2.13570304,11.48920522,1.891,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
WASP-33 b,WASP-33,36.7127375,37.5504441,8.14,7.581,7.468,7430.0,4.25,0.1,,,,1.21987,17.855937,2.8536,SuperWASP,2010,WASP
WASP-117 b,WASP-117,36.7758112,-50.2844247,10.139,9.143,8.78,6040.0,4.28,-0.11,4.6,2.0,-2.0,10.02165,11.88154,5.7591694,SuperWASP,2014,WASP
HD 15337 b,HD 15337,36.8678846,-27.6361171,9.1,7.553,7.044,5131.0,4.48,0.03,9.6,3.8,-3.9,4.7559804,1.77,2.5536,Transiting Exoplanet Survey Satellite (TESS),2019,TESS
HD 15337 c,HD 15337,36.8678846,-27.6361171,9.1,7.553,7.044,5131.0,4.48,0.03,9.6,3.8,-3.9,17.180546,2.526,2.232,Transiting Exoplanet Survey Satellite (TESS),2019,TESS
WASP-77 A b,WASP-77 A,37.1555223,-7.0606675,10.294,8.766,8.405,5617.0,4.476,-0.1,6.2,4.0,-3.5,1.360029395,13.56,2.1652751,SuperWASP,2012,WASP
TOI-1224 c,TOI-1224,37.1978356,-80.8991053,13.95,10.018,9.134,3326.0,4.893,,0.21,0.027,-0.027,17.945466,2.884,3.0740072,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
TOI-1224 b,TOI-1224,37.1978356,-80.8991053,13.95,10.018,9.134,3326.0,4.893,,0.21,0.027,-0.027,4.1782745,2.104,1.675904,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
TOI-1062 b,TOI-1062,38.1209678,-78.0236828,10.249,8.777,8.296,5328.0,4.55,0.14,2.5,0.3,-0.3,4.11296,2.265,1.08,Transiting Exoplanet Survey Satellite (TESS),2021,TESS
HD 15906 b,HD 15906,38.2712534,-10.352178,9.78,8.035,7.459,4757.0,4.49,0.02,,,,10.924709,2.24,1.8,Transiting Exoplanet Survey Satellite (TESS),2023,TESS
HD 15906 c,HD 15906,38.2712534,-10.352178,9.78,8.035,7.459,4757.0,4.49,0.02,,,,21.583298,2.93,2.19,Transiting Exoplanet Survey Satellite (TESS),2023,TESS
TOI-1601 b,TOI-1601,38.361569,41.0134321,10.66,9.505,9.191,5982.0,3.928,0.343,2.4,0.4,-0.2,5.33175,14.19902343,6.4852265,Transiting Exoplanet Survey Satellite (TESS),2021,TESS
GPX-1 b,GPX-1,38.3691648,56.025708,12.316,11.357,11.181,7000.0,4.27,0.35,0.27,0.09,-0.15,1.744579,16.47720163,2.09,Acton Sky Portal Observatory,2021,Other
TIC 4672985 b,TIC 4672985,38.4706782,-10.6573827,11.501,10.354,9.97,5757.0,4.32,0.14,7.71,1.45,-1.46,69.048,11.5004142,,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
TOI-3688 A b,TOI-3688 A,39.2823371,54.8512152,12.241,11.129,10.732,5950.0,4.288,0.262,3.3,2.2,-1.7,3.246075,13.08088048,3.482,Transiting Exoplanet Survey Satellite (TESS),2023,TESS
TOI-4145 A b,TOI-4145 A,39.4297435,80.2673838,12.084,10.775,10.286,5281.0,4.526,0.168,4.7,4.2,-3.1,4.0664428,13.30506009,2.106,Transiting Exoplanet Survey Satellite (TESS),2023,TESS
WASP-99 b,WASP-99,39.8976689,-50.0081934,9.475,8.436,8.088,6150.0,4.3,0.21,3.0,0.6,-0.5,5.75251,11.43318,5.4071598,SuperWASP,2014,WASP
TOI-2443 b,TOI-2443,40.1798608,1.1996757,9.51,7.26,6.5,4375.0,4.42,-0.29,7.5,4.3,-4.6,15.66858,2.363,4.548,Transiting Exoplanet Survey Satellite (TESS),2023,TESS
WASP-72 b,WASP-72,41.0400779,-30.1690785,10.868,9.964,9.617,6250.0,4.09,-0.06,3.2,0.6,-0.6,2.21673,14.45961,3.7392,SuperWASP,2012,WASP
WASP-138 b,WASP-138,41.6391598,-0.4641252,11.796,10.782,10.494,6272.0,4.25,-0.09,3.44,0.93,-0.93,3.634433,12.21781,3.7728,SuperWASP,2016,WASP
TOI-1201 b,TOI-1201,42.2476999,-14.5372835,12.26,9.528,8.646,3476.0,4.8,0.05,,,,2.4919863,2.415,1.747,Transiting Exoplanet Survey Satellite (TESS),2021,TESS
TOI-558 b,TOI-558,42.2915093,-58.0246828,11.233,10.581,10.262,6466.0,4.218,-0.004,1.79,0.91,-0.73,14.574071,12.17295304,2.705,Transiting Exoplanet Survey Satellite (TESS),2021,TESS
HD 17156 b,HD 17156,42.4366123,71.7530882,8.17,7.08,6.763,6046.0,4.184,0.208,3.3,1.2,-1.0,21.2164294,12.26262489,3.1505,Subaru Telescope,2007,Other
TOI-4641 b,TOI-4641,42.5582023,25.3335334,7.51,6.746,6.579,6560.0,4.11,-0.09,2.69,0.81,-1.14,22.09341,8.18255591,5.438,Transiting Exoplanet Survey Satellite (TESS),2023,TESS
HAT-P-52 b,HAT-P-52,42.7217412,29.0222492,14.107,12.195,11.621,5131.0,4.483,0.28,9.4,4.1,-4.1,2.7535953,11.309881,2.4072,HATNet,2015,HAT
HR 858 b,HR 858,42.9849779,-30.8140609,6.38,5.473,5.149,6354.0,4.3,0.025,2.0,0.6,-0.6,3.585287,2.004,2.705,Transiting Exoplanet Survey Satellite (TESS),2019,TESS
HR 858 d,HR 858,42.9849779,-30.8140609,6.38,5.473,5.149,6354.0,4.3,0.025,2.0,0.6,-0.6,11.230511,2.001,3.47,Transiting Exoplanet Survey Satellite (TESS),2019,TESS
HR 858 c,HR 858,42.9849779,-30.8140609,6.38,5.473,5.149,6354.0,4.3,0.025,2.0,0.6,-0.6,5.973865,1.979,2.843,Transiting Exoplanet Survey Satellite (TESS),2019,TESS
TOI-2445 b,TOI-2445,43.3161555,0.0523366,15.692,11.555,10.779,3333.0,4.97,,,,,0.3711281,1.25,0.4918187,Transiting Exoplanet Survey Satellite (TESS),2022,TESS
TOI-1736 b,TOI-1736,43.4344615,69.101345,8.953,7.688,7.283,5636.0,4.142,0.148,9.2,1.3,-1.4,7.073076,3.18175535,3.9825962,Transiting Exoplanet Survey Satellite (TESS),2023,TESS
WASP-50 b,WASP-50,43.6880738,-10.8980242,11.44,10.401,9.969,5400.0,4.54,-0.12,7.0,3.5,-3.5,1.9551,13.069694,1.8336,SuperWASP,2011,WASP
TOI-4184 b,TOI-4184,43.8284749,-79.4147039,17.12,12.617,11.867,3238.0,5.01,-0.27,6.7,4.9,-4.7,4.9019804,2.43,1.3,Transiting Exoplanet Survey Satellite (TESS),2023,TESS
TOI-2345 b,TOI-2345,43.884794,-34.9779745,11.483,9.509,8.847,4687.0,4.57,-0.1,6.3,4.7,-4.7,1.0528573,1.504,1.5288415,Transiting Exoplanet Survey Satellite (TESS),2025,TESS
TOI-2345 c,TOI-2345,43.884794,-34.9779745,11.483,9.509,8.847,4687.0,4.57,-0.1,6.3,4.7,-4.7,21.064302,2.451,4.6130523,Transiting Exoplanet Survey Satellite (TESS),2025,TESS
HD 18599 b,HD 18599,44.2620144,-56.1918694,8.99,7.428,6.883,5145.0,4.54,0.0,0.4,0.1,-0.1,4.1374354,2.6,2.06,Transiting Exoplanet Survey Satellite (TESS),2022,TESS
LHS 1478 b,LHS 1478,44.3388743,76.5514045,13.304,9.615,8.767,3381.0,4.87,-0.13,,,,1.9495378,1.242,0.705,Transiting Exoplanet Survey Satellite (TESS),2021,TESS
TOI-1648 b,TOI-1648,45.4011794,69.2299235,10.43,8.804,8.183,4850.0,4.5,0.2,5.7,0.4,-0.4,7.331602,2.54,1.54,Transiting Exoplanet Survey Satellite (TESS),2025,TESS
LTT 1445 A c,LTT 1445 A,45.4624781,-16.5944956,10.59,7.294,6.496,3340.0,4.97389,-0.34,,,,3.1239035,1.147,0.482,Transiting Exoplanet Survey Satellite (TESS),2022,TESS
LTT 1445 A b,LTT 1445 A,45.4624781,-16.5944956,10.59,7.294,6.496,3562.0,4.97389,-0.34,,,,5.3587635,1.34,1.366,Transiting Exoplanet Survey Satellite (TESS),2019,TESS
TOI-1669 c,TOI-1669,45.9564744,83.5874273,10.218,8.905,8.462,5497.0,4.382,0.274,7.7,2.2,-2.1,2.6800535,2.2963977,1.9284255,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
TOI-6041 b,TOI-6041,46.0610334,43.5576668,9.838,8.499,8.061,5445.0,4.498,0.104,7.9,3.7,-3.9,26.04945,4.55,3.662,Transiting Exoplanet Survey Satellite (TESS),2025,TESS
NGTS-20 b,NGTS-20,46.2926368,-21.9336472,11.233,10.143,9.83,5980.0,3.8,0.15,4.1,2.7,-2.7,54.18915,11.99360935,4.55,Transiting Exoplanet Survey Satellite (TESS),2022,TESS
TOI-6303 b,TOI-6303,46.7806502,40.147174,14.639,11.679,10.826,3977.0,4.67,0.44,6.4,4.7,-4.4,9.485236,11.59,2.918,Transiting Exoplanet Survey Satellite (TESS),2025,TESS
TOI-559 b,TOI-559,46.8186159,-31.1629951,11.091,9.985,9.638,5925.0,4.268,-0.069,6.8,2.5,-2.0,6.9839095,12.22899794,5.1502,Transiting Exoplanet Survey Satellite (TESS),2021,TESS
WASP-11 b,WASP-11,47.3689472,30.6733817,11.567,10.015,9.421,4800.0,4.45,0.0,7.6,5.8,-3.0,3.72247,12.44199,2.556,SuperWASP,2008,WASP
TOI-5678 b,TOI-5678,47.3841872,-34.1984808,11.438,9.997,9.563,5485.0,4.34,0.0,8.5,3.0,-3.0,47.73022,4.91,6.96,Transiting Exoplanet Survey Satellite (TESS),2023,TESS
TOI-257 b,TOI-257,47.5172608,-50.8322632,7.57,6.504,6.256,6095.0,4.044,0.175,,,,18.38818,7.16253867,6.485,Transiting Exoplanet Survey Satellite (TESS),2021,TESS
TOI-3261 b,TOI-3261,47.7285242,-73.531972,13.261,11.664,11.184,5068.0,4.19,0.138,6.5,2.1,-2.1,0.8831331,3.82,1.618,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
HAT-P-25 b,HAT-P-25,48.4354731,25.1973548,13.146,11.319,10.815,5519.0,4.516,0.294,3.2,2.3,-2.3,3.65281514,12.722215,2.81304,HATNet,2010,HAT
HD 20329 b,HD 20329,49.178124,15.6563542,8.76,7.492,7.116,5596.0,4.4,-0.07,11.0,2.0,-2.0,0.926118,1.72,1.26,Transiting Exoplanet Survey Satellite (TESS),2022,TESS
TOI-406.01,TOI-406,49.2626428,-42.2441492,13.773,9.695,8.848,3392.0,4.69,-0.02,,,,13.175682,2.08,2.17,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
TOI-406 c,TOI-406,49.2626428,-42.2441492,13.773,9.695,8.848,3392.0,4.69,-0.02,,,,3.307441,1.32,1.05,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
WASP-139 b,WASP-139,49.562173,-41.3020235,12.456,10.982,10.472,5310.0,4.59,0.2,0.5,,,5.924262,8.9672,2.832,SuperWASP-South,2016,WASP
TOI-2407 b,TOI-2407,49.746545,-46.458025,14.68,11.134,10.324,3530.0,4.71597,0.21,,,,2.702969,4.26,1.7,Transiting Exoplanet Survey Satellite (TESS),2025,TESS
TOI-6109 b,TOI-6109,50.1319206,42.6069564,11.05,9.656,9.251,5660.0,4.45,0.0895,0.075,0.005,-0.005,5.690476,4.8704,1.107,Transiting Exoplanet Survey Satellite (TESS),2025,TESS
TOI-6109 c,TOI-6109,50.1319206,42.6069564,11.05,9.656,9.251,5660.0,4.45,0.0895,0.075,0.005,-0.005,8.538878,4.8326,2.337,Transiting Exoplanet Survey Satellite (TESS),2025,TESS
TOI-3682 b,TOI-3682,50.2752271,25.2972658,11.678,10.533,10.062,5703.0,4.077,0.416,4.2,2.3,-0.8,3.3462406,12.80065596,4.176,Transiting Exoplanet Survey Satellite (TESS),2025,TESS
TOI-5076 b,TOI-5076,50.5104166,17.2392094,10.9,9.164,8.582,4780.0,4.483,0.082,8.4,1.9,-1.9,23.443162,3.48935569,4.882,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
TOI-2202 b,TOI-2202,51.2284214,-73.9575458,13.004,11.326,10.8,5169.0,4.548,0.059,6.4,4.4,-3.9,11.9126075,10.95117414,3.768,Transiting Exoplanet Survey Satellite (TESS),2021,TESS
K2-86 b,K2-86,51.5531053,18.6355718,13.041,11.44,10.927,5482.0,4.579,-0.35,,,,8.77683,1.96,2.75,K2,2016,K2
HD 21520 b,HD 21520,51.6403449,-43.6136649,9.17,8.048,7.707,5871.0,4.42,0.049,5.3,1.1,-1.1,25.1292,2.697,4.885,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
TOI-6038 A b,TOI-6038 A,51.6572691,40.8172704,9.913,8.727,8.445,6110.0,4.118,0.124,3.65,0.92,-0.85,5.8267311,6.41,5.042,Transiting Exoplanet Survey Satellite (TESS),2025,TESS
GJ 143 b,GJ 143,51.7501882,-63.500166,8.08,6.081,5.375,4640.0,4.613,0.003,3.8,3.7,-3.7,35.61253,2.61,3.23,Transiting Exoplanet Survey Satellite (TESS),2019,TESS
HD 21749 c,GJ 143,51.7501882,-63.500166,8.08,6.081,5.375,4640.0,4.613,0.003,3.8,3.7,-3.7,7.78993,0.892,2.515,Transiting Exoplanet Survey Satellite (TESS),2019,TESS
TOI-2427 b,TOI-2427,52.2917315,-31.3628665,10.295,7.889,7.048,4072.0,4.62,,,,,1.3060011,1.8,0.634,Transiting Exoplanet Survey Satellite (TESS),2022,TESS
K2-30 b,K2-30,52.3420548,22.2993491,13.547,11.632,11.088,5425.0,4.54,-0.15,3.9,2.1,-1.9,4.098503,11.646151,2.3208,K2,2016,K2
K2-175 b,K2-175,52.5035514,17.5841081,10.836,9.563,9.195,5909.0,4.11,0.05,,,,9.525988,2.03803688,,K2,2018,K2
WASP-22 b,WASP-22,52.8180374,-23.8197924,11.99,10.634,10.318,6000.0,4.5,-0.05,3.0,1.0,-1.0,3.53269,13.78707,3.48024,SuperWASP,2010,WASP
K2-178 b,K2-178,52.8888524,22.4348186,12.382,10.786,10.292,5525.0,4.55,0.09,,,,8.747818,3.55790985,3.4272,K2,2018,K2
TOI-908 b,TOI-908,53.1594266,-81.250745,11.316,10.04,9.637,5626.0,4.45,0.08,4.6,1.5,-1.5,3.183792,3.186,2.457,Transiting Exoplanet Survey Satellite (TESS),2023,TESS
BD+20 594 b,BD+20 594,53.6511231,20.5990205,10.849,9.770001,9.368,5766.0,4.5,-0.15,3.34,1.95,-1.49,41.6855,2.57807,,K2,2016,K2
TOI-2537 b,TOI-2537,54.3882661,10.0577464,13.236,11.05,10.387,4870.0,4.551,0.08,1.1,0.6,-0.6,94.1022,11.25381662,4.937,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
K2-88 b,K2-88,54.7514566,19.1199667,15.523,12.037,11.24,3537.0,5.022,,,,,4.6122,1.23,1.039,K2,2016,K2
TOI-411 c,HD 22946,54.819538,-42.7630276,8.270001,7.25,6.981,6169.0,4.47,-0.08,2.5,1.0,-1.0,9.573083,2.328,3.684,Transiting Exoplanet Survey Satellite (TESS),2022,TESS
TOI-411 b,HD 22946,54.819538,-42.7630276,8.270001,7.25,6.981,6169.0,4.47,-0.08,2.5,1.0,-1.0,4.040295,1.362,3.074,Transiting Exoplanet Survey Satellite (TESS),2022,TESS
HD 22946 d,HD 22946,54.819538,-42.7630276,8.270001,7.25,6.981,6169.0,4.47,-0.08,2.5,1.0,-1.0,47.42489,2.607,6.482,Transiting Exoplanet Survey Satellite (TESS),2023,TESS
K2-77 b,K2-77,55.228521,12.572448,12.224,10.384,9.799,5160.0,4.569,0.13,4.7,5.2,-3.4,8.2000844,2.4996027,2.544,K2,2016,K2
K2-177 b,K2-177,55.2296156,20.7360891,12.681,11.009,10.593,6063.0,4.38,0.41,,,,14.155185,2.1162048,,K2,2018,K2
K2-79 b,K2-79,55.2559307,13.5191871,12.152,10.358,9.907,5897.0,4.249,0.035,6.5,1.3,-1.3,10.9947,4.09,4.4856,K2,2016,K2
K2-288 B b,K2-288 B,55.4442857,18.2684913,13.868,,9.724,3341.0,4.96,-0.21,1.0,,,31.393463,1.9,2.112,K2,2018,K2
HD 23472 d,HD 23472,55.4590314,-62.7672667,9.73,7.865,7.207,4684.0,4.53,-0.2,,,,3.97664,0.75,1.99,Transiting Exoplanet Survey Satellite (TESS),2022,TESS
HD 23472 e,HD 23472,55.4590314,-62.7672667,9.73,7.865,7.207,4684.0,4.53,-0.2,,,,7.90754,0.818,2.48,Transiting Exoplanet Survey Satellite (TESS),2022,TESS
HD 23472 f,HD 23472,55.4590314,-62.7672667,9.73,7.865,7.207,4684.0,4.53,-0.2,,,,12.1621839,1.137,2.82,Transiting Exoplanet Survey Satellite (TESS),2022,TESS
HD 23472 b,HD 23472,55.4590314,-62.7672667,9.73,7.865,7.207,4684.0,4.53,-0.2,,,,17.667087,2.0,2.67,Transiting Exoplanet Survey Satellite (TESS),2019,TESS
HD 23472 c,HD 23472,55.4590314,-62.7672667,9.73,7.865,7.207,4684.0,4.53,-0.2,,,,29.79749,1.87,2.94,Transiting Exoplanet Survey Satellite (TESS),2019,TESS
K2-84 b,K2-84,55.8093566,16.6344396,13.386,11.613,11.059,5652.0,4.481,0.278,,,,6.4215,2.41,2.81,K2,2016,K2
K2-84 c,K2-84,55.8093566,16.6344396,13.386,11.613,11.059,5652.0,4.481,0.278,,,,27.86,2.03,4.61,K2,2016,K2
WASP-119 b,WASP-119,55.9336392,-65.19378,12.314,10.924,10.545,5650.0,4.26,0.14,8.0,2.5,-2.5,2.49979,15.6926,3.024,SuperWASP-South,2016,WASP
TOI-6054.01,TOI-6054,56.337007,60.350917,8.020001,6.988,6.673,6047.0,4.1,-0.07,6.0,1.1,-1.1,7.501428,2.64,5.65,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
TOI-6054.02,TOI-6054,56.337007,60.350917,8.020001,6.988,6.673,6047.0,4.1,-0.07,6.0,1.1,-1.1,12.563636,2.82,6.62,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
TOI-1634 b,TOI-1634,56.3906096,37.1122803,13.217,9.484,8.6,3472.0,4.787,0.19,,,,0.9893455,1.773,1.027,Transiting Exoplanet Survey Satellite (TESS),2021,TESS
K2-89 b,K2-89,57.0671234,20.4594885,14.162,10.933,10.106,3691.0,4.965,,,,,1.096026,0.615,0.895,K2,2016,K2
TOI-2416 b,TOI-2416,57.3389409,-60.7871861,13.019,11.816,11.511,5808.0,4.303,0.32,4.9,1.2,-1.1,8.275479,9.86390302,3.755,Transiting Exoplanet Survey Satellite (TESS),2023,TESS
K2-81 b,K2-81,57.4854562,14.5020556,14.314,12.048,11.316,4674.13,4.668,,,,,6.102325,1.97,2.15,K2,2016,K2
TIC 279401253 b,TIC 279401253,57.6572277,-15.0262251,11.938,10.715,10.345,5951.0,4.438,0.2,1.2,1.0,-0.8,76.8,11.2089807,,Transiting Exoplanet Survey Satellite (TESS),2023,TESS
K2-411 b,K2-411,58.003631,19.3909877,12.27,10.704,10.271,5711.0,4.1693,0.1415,,,,3.2141,0.9898,,K2,2022,K2
NGTS-16 b,NGTS-16,58.2639299,-30.8046405,14.529,13.09,12.647,5550.0,4.35,0.35,10.29,1.57,-1.48,4.84532,14.57167491,3.061,Next-Generation Transit Survey (NGTS),2021,NGTS
K2-176 b,K2-176,58.2691796,17.9069486,12.909,11.226,10.726,5428.0,4.63,0.15,,,,5.329439,1.49090097,2.76,K2,2018,K2
WASP-98 b,WASP-98,58.4290113,-34.3282716,13.252,11.691,11.284,5473.0,4.606,-0.49,2.7,6.8,-2.7,2.96264036,12.823096,1.908,SuperWASP,2014,WASP
K2-179 b,K2-179,58.7967878,23.7567524,12.939,11.138,10.555,5015.0,4.63,0.03,,,,5.172191,2.51267885,1.7664,K2,2018,K2
K2-80 d,K2-80,59.037486,13.5590288,12.694,10.874,10.313,5377.0,4.65,0.07,,,,28.867253,2.55211506,4.224,K2,2018,K2
K2-80 c,K2-80,59.037486,13.5590288,12.694,10.874,10.313,5441.0,4.519,0.07,,,,5.605,1.47,2.68,K2,2016,K2
K2-80 b,K2-80,59.037486,13.5590288,12.694,10.874,10.313,5441.0,4.519,0.07,,,,19.0918,2.01,4.46,K2,2016,K2
K2-90 b,K2-90,59.1527391,22.4724517,13.707,11.168,10.36,4484.0,4.653,-0.225,,,,13.733314,2.6,2.952,K2,2016,K2
K2-90 c,K2-90,59.1527391,22.4724517,13.707,11.168,10.36,4421.98,4.653,-0.225,,,,2.900706,1.3,1.3032,K2,2016,K2
TOI-5340 b,TOI-5340,59.3094816,22.3783373,12.399,10.945,10.607,5990.0,4.036,0.208,3.5,2.2,-0.9,4.9394392,15.07607904,4.98,Transiting Exoplanet Survey Satellite (TESS),2025,TESS
K2-85 b,K2-85,59.464829,18.4649505,12.416,10.229,9.466,4232.0,4.44,0.14,,,,0.68453862616,1.4,0.8184,K2,2016,K2
K2-111 b,K2-111,59.8903081,21.2985263,11.13,9.768,9.377,5775.0,4.224,-0.46,13.5,0.4,-0.9,5.3518,1.82,3.38,K2,2017,K2
K2-83 c,K2-83,59.9013782,15.5587994,14.522,11.599,10.765,3910.0,4.863,,,,,9.99767,1.483,2.77,K2,2016,K2
K2-83 b,K2-83,59.9013782,15.5587994,14.522,11.599,10.765,3910.0,4.863,,,,,2.74697,1.244,1.664,K2,2016,K2
TOI-858 B b,TOI-858 B,60.1998256,-54.5929177,11.183,10.057,9.722,5842.0,4.238,0.153,6.8,2.9,-2.5,3.2797178,14.06727078,3.6024,Transiting Exoplanet Survey Satellite (TESS),2023,TESS
K2-173 b,K2-173,60.3752402,15.6251296,12.523,10.778,10.299,5580.0,4.52,-0.25,,,,5.868699,1.60826194,2.825,K2,2018,K2
WASP-140 b,WASP-140,60.3855387,-20.4509991,11.118,9.609,9.165,5300.0,4.51,0.12,0.5,,,2.23598448,14.23540549,1.5254332,SuperWASP-South,2016,WASP
TOI-6383 A b,TOI-6383 A,60.4246951,60.8913677,16.63,12.985,12.087,3444.0,4.81,,,,,1.79058695,11.29,1.54,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
TOI-4602.01,TOI-4602,60.6003316,31.3298354,8.32,7.196,6.883,6011.9,4.36,,,,,3.9812091,2.550449,3.4681721,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
HD 25463 c,HD 25463,60.7483361,9.2077676,6.91134,5.945,5.706,6353.0,4.227,-0.018,2.3,0.4,-0.4,3.04405,1.36354953,1.3514496,Transiting Exoplanet Survey Satellite (TESS),2023,TESS
HD 25463 b,HD 25463,60.7483361,9.2077676,6.91134,5.945,5.706,6353.0,4.227,-0.018,2.3,0.4,-0.4,7.0491423,2.54535814,3.3487071,Transiting Exoplanet Survey Satellite (TESS),2023,TESS
K2-174 b,K2-174,60.7929729,16.347166,12.456,10.231,9.496,4455.0,4.625,0.113,,,,19.562307,2.6,5.808,K2,2018,K2
HATS-57 b,HATS-57,60.9482779,-19.0568182,12.333,11.071,10.707,5587.0,4.484,0.268,2.5,1.5,-1.1,2.350621,12.767051,2.48856,HATSouth,2019,HAT
HATS-75 b,HATS-75,60.9493919,-25.4089214,15.689,12.481,11.584,3790.4,4.6831,0.522,14.9,3.3,-4.3,2.7886556,9.90873894,1.91256,HATSouth,2021,HAT
V1298 Tau b,V1298 Tau,61.331654,20.1570318,10.115,8.687,8.094,4941.0,4.227,0.1,0.023,0.004,-0.004,24.1396,10.27,6.42,K2,2019,K2
V1298 Tau c,V1298 Tau,61.331654,20.1570318,10.115,8.687,8.094,4941.0,4.227,0.1,0.023,0.004,-0.004,8.24958,5.59,4.66,K2,2019,K2
V1298 Tau d,V1298 Tau,61.331654,20.1570318,10.115,8.687,8.094,4941.0,4.227,0.1,0.023,0.004,-0.004,12.4032,6.41,5.59,K2,2019,K2
V1298 Tau e,V1298 Tau,61.331654,20.1570318,10.115,8.687,8.094,4941.0,4.227,0.1,0.0125,0.0025,-0.0025,53.5,9.97599282,7.45,K2,2019,K2
TOI-2714 b,TOI-2714,61.4012482,-14.9267458,13.468,12.172,11.807,5665.0,4.25,0.3,5.5,3.0,-3.0,2.499387,13.72,3.14,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
HATS-61 b,HATS-61,61.6578005,-25.3496674,13.352,11.875,11.478,5542.0,4.028,0.247,8.9,0.31,-0.41,7.817953,13.394755,5.5296,HATSouth,2018,HAT
TOI-2373 b,TOI-2373,61.6862197,-16.7557546,13.251,11.966,11.586,5651.0,4.371,0.3,5.9,1.7,-1.7,13.33668,10.42435205,4.384,Transiting Exoplanet Survey Satellite (TESS),2023,TESS
TOI-954 b,TOI-954,61.9410587,-25.2088028,10.343,9.18,8.779,5710.0,3.962,0.215,6.14,0.3,-0.3,3.6849729,9.550068,5.09,Transiting Exoplanet Survey Satellite (TESS),2020,TESS
TOI-2580 b,TOI-2580,62.1992072,67.1165264,11.419,10.253,9.877,6120.0,4.15,0.26,2.0,0.4,-0.4,3.39775,17.37392009,8.38,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
WASP-120 b,WASP-120,62.6160813,-45.8982434,10.96,10.148,9.877,6450.0,4.035,-0.05,0.7,,,3.61126721,15.58048317,3.5377447,SuperWASP,2016,WASP
K2-29 b,K2-29,62.670422,24.4016558,12.532,10.622,10.062,5358.0,4.54,0.16,2.6,1.2,-1.2,3.2588321,13.33871,2.22,K2,2016,K2
TOI-451 c,TOI-451,62.966385,-37.93973,10.939,9.636,9.19,5550.0,4.56,,0.12,,,9.192522,3.1,3.5592,Transiting Exoplanet Survey Satellite (TESS),2020,TESS
TOI-451 d,TOI-451,62.966385,-37.93973,10.939,9.636,9.19,5550.0,4.56,,0.12,,,16.364988,4.07,4.0968,Transiting Exoplanet Survey Satellite (TESS),2020,TESS
TOI-451 b,TOI-451,62.966385,-37.93973,10.939,9.636,9.19,5550.0,4.56,,0.12,,,1.858703,1.91,2.0376,Transiting Exoplanet Survey Satellite (TESS),2020,TESS
K2-91 b,K2-91,63.2182348,24.2047218,15.622,11.433,10.571,3622.0,5.0,,,,,1.419549,1.1,0.945,K2,2016,K2
TOI-5344 b,TOI-5344,63.2662165,20.9151568,15.402,11.799,10.86,3747.0,4.686,0.425,10.9,5.8,-5.8,3.792622,10.60369574,1.773,Transiting Exoplanet Survey Satellite (TESS),2023,TESS
